1,Strawberry
2,Tar
3,Earthy
4,Pungent
5,Nutty
6,Peach
7,Fruit
8,Violet
9,Chemical
10,Tobacco
11,Honey
12,Plum
13,Diesel
14,Pine
15,Rose
16,Lemon
17,Ammonia
18,Butter
19,Apricot
20,Blue
21,Blueberry
22,Mint
23,Flowery
24,Orange
25,Pepper
26,Skunk
27,Tea
28,Apple
29,Sage
30,Mango
31,Vanilla
32,Grape
33,Minty
34,Lime
35,Chestnut
36,Pear
37,Woody
38,Sweet
39,Coffee
40,Tropical
41,Lavender
42,Menthol
43,Berry
44,Tree
45,Cheese
46,Citrus
47,Spicy/Herbal
48,Pineapple
49,Grapefruit
